,0,1,2
1070,1005,0,1
1071,1005,0,1
1072,1005,0,1
1073,1005,0,1
1074,1005,0,1
1075,1005,0,1
1076,1005,0,1
1077,1005,0,1
1078,1005,0,1
1079,1005,0,1
1080,1005,0,1
1081,1005,0,1
1082,1005,0,1
1083,1005,0,1
1084,1005,0,1
1085,1005,0,2
1086,1005,0,2
1087,1005,0,2
1088,1005,0,2
1089,1005,0,2
1090,1005,0,2
1091,1005,0,2
1092,1005,0,2
1093,1005,0,2
1094,1005,0,2
1095,1005,0,2
1096,1005,0,2
1097,1005,0,2
1098,1005,0,2
1099,1005,0,2
1100,1005,0,2
1101,1005,0,2
1102,1005,0,2
1103,1005,0,2
1104,1005,0,2
1105,1005,0,2
1106,1005,0,2
1107,1005,0,2
1108,1005,0,2
1109,1005,0,2
1110,1005,0,2
1111,1005,0,2
1112,1005,0,2
1113,1005,0,2
1114,1005,0,2
1115,1005,0,3
1116,1005,0,3
1117,1005,0,3
1118,1005,0,3
1119,1005,3,0
1120,1005,3,0
1121,1005,3,0
1122,1005,3,0
1123,1005,3,0
1124,1005,3,0
1125,1005,3,0
1126,1005,3,0
1127,1005,3,0
1128,1005,3,0
1129,1005,3,0
1130,1005,3,0
1131,1005,3,0
1132,1005,3,0
1133,1005,3,0
1134,1005,3,0
1135,1005,3,0
1136,1005,3,0
1137,1005,3,0
1138,1005,3,0
1139,1005,3,0
1140,1005,3,0
1141,1005,3,0
1142,1005,3,0
1143,1005,3,0
1144,1005,3,0
1145,1005,3,0
1146,1005,3,0
1147,1005,3,0
1148,1005,3,0
1149,1005,3,1
1150,1005,3,1
1151,1005,3,1
1152,1005,3,1
1153,1005,3,1
1154,1005,3,1
1155,1005,3,1
1156,1005,3,1
1157,1005,3,1
1158,1005,3,1
1159,1005,3,1
1160,1005,3,1
1161,1005,3,1
1162,1005,3,1
1163,1005,3,1
1164,1005,3,1
1165,1005,3,1
1166,1005,3,1
1167,1005,3,1
1168,1005,3,1
1169,1005,3,1
1170,1005,3,1
1171,1005,3,1
1172,1005,3,1
1173,1005,3,1
1174,1005,3,1
1175,1005,3,1
1176,1005,3,1
1177,1005,3,1
1178,1005,3,1
1179,1005,3,2
1180,1005,3,2
1181,1005,3,2
1182,1005,3,2
1183,1005,3,2
1184,1005,3,2
1185,1005,3,2
1186,1005,3,2
1187,1005,3,2
1188,1005,3,2
1189,1005,3,2
1190,1005,3,2
1191,1005,3,2
1192,1005,3,2
1193,1005,3,2
1194,1005,3,2
1195,1005,3,2
1196,1005,3,2
1197,1005,3,2
1198,1005,3,2
1199,1005,3,2
1200,1005,3,2
1201,1005,3,2
1202,1005,3,2
1203,1005,3,2
1204,1005,3,2
1205,1005,3,2
1206,1005,3,2
1207,1005,3,2
1208,1005,3,2
1209,1005,3,3
1210,1005,3,3
1211,1005,3,3
1212,1005,3,3
1213,1005,3,3
1214,1005,3,3
1215,1005,3,3
1216,1005,3,3
1217,1005,3,3
1218,1005,3,3
1219,1005,3,3
1220,1005,3,3
1221,1005,3,3
1222,1006,4,0
1223,1006,4,0
1224,1006,4,0
1225,1006,4,0
1226,1006,4,0
1227,1006,4,0
1228,1006,4,0
1229,1006,4,0
1230,1006,4,0
1231,1006,4,0
1232,1006,4,0
1233,1006,4,0
1234,1006,4,0
1235,1006,4,0
1236,1006,4,0
1237,1006,4,0
1238,1006,4,0
1239,1006,4,0
1240,1006,4,0
1241,1006,4,0
1242,1006,4,0
1243,1006,4,0
1244,1006,4,0
1245,1006,4,0
1246,1006,4,0
1247,1006,4,0
1248,1006,4,0
1249,1006,4,0
1250,1006,4,0
1251,1006,4,0
1252,1006,4,1
1253,1006,4,1
1254,1006,4,1
1255,1006,4,1
1256,1006,4,1
1257,1006,4,1
1258,1006,4,1
1259,1006,4,1
1260,1006,4,1
1261,1006,4,1
1262,1006,4,1
1263,1006,4,1
1264,1006,4,1
1265,1006,4,1
1266,1006,4,1
1267,1006,4,1
1268,1006,4,1
1269,1006,4,1
1270,1006,4,1
1271,1006,4,1
1272,1006,4,1
1273,1006,4,1
1274,1006,4,1
1275,1006,4,1
1276,1006,4,1
1277,1006,4,1
1278,1006,4,1
1279,1006,4,1
1280,1006,4,1
1281,1006,4,1
1282,1006,4,2
1283,1006,4,2
1284,1006,4,2
1285,1006,4,2
1286,1006,4,2
1287,1006,4,2
1288,1006,4,2
1289,1006,4,2
1290,1006,4,2
1291,1006,4,2
1292,1006,4,2
1293,1006,4,2
1294,1006,4,2
1295,1006,4,2
1296,1006,4,2
1297,1006,4,2
1298,1006,4,2
1299,1006,4,2
1300,1006,4,2
1301,1006,4,2
1302,1006,4,2
1303,1006,4,2
1304,1006,4,2
1305,1006,4,2
1306,1006,4,2
1307,1006,4,2
1308,1006,4,2
1309,1006,4,2
1310,1006,4,2
1311,1006,4,2
1312,1006,4,3
1313,1006,4,3
1314,1006,4,3
1315,1006,4,3
1316,1006,4,3
1317,1006,4,3
1318,1006,4,3
1319,1007,0,0
1320,1007,0,0
1321,1007,0,0
1322,1007,0,0
1323,1007,0,0
1324,1007,0,0
1325,1007,0,0
1326,1007,0,0
1327,1007,0,0
1328,1007,0,0
1329,1007,0,0
1330,1007,0,0
1331,1007,0,0
1332,1007,0,0
1333,1007,0,0
1334,1007,0,0
1335,1007,0,0
1336,1007,0,0
1337,1007,0,0
1338,1007,0,0
1339,1007,0,0
1340,1007,0,0
1341,1007,0,0
1342,1007,0,0
1343,1007,0,0
1344,1007,0,0
1345,1007,0,0
1346,1007,0,0
1347,1007,0,0
1348,1007,0,0
1349,1007,0,1
1350,1007,0,1
1351,1007,0,1
1352,1007,0,1
1353,1007,0,1
1354,1007,0,1
1355,1007,0,1
1356,1007,0,1
1357,1007,0,1
1358,1007,0,1
1359,1007,0,1
1360,1007,0,1
1361,1007,0,1
1362,1007,0,1
1363,1007,0,1
1364,1007,0,1
1365,1007,0,1
1366,1007,0,1
1367,1007,0,1
1368,1007,0,1
1369,1007,0,1
1370,1007,0,1
1371,1007,0,1
1372,1007,0,1
1373,1007,0,1
1374,1007,0,1
1375,1007,0,1
1376,1007,0,1
1377,1007,0,1
1378,1007,0,1
1379,1007,0,2
1380,1007,0,2
1381,1007,0,2
1382,1007,0,2
1383,1007,0,2
1384,1007,0,2
1385,1007,0,2
1386,1007,0,2
1387,1007,0,2
1388,1007,0,2
1389,1007,0,2
1390,1007,0,2
1391,1007,0,2
1392,1007,0,2
1393,1007,0,2
1394,1007,0,2
1395,1007,0,2
1396,1007,0,2
1397,1007,0,2
1398,1007,0,2
1399,1007,0,2
1400,1007,0,2
1401,1007,0,2
1402,1007,0,2
1403,1007,0,2
1404,1007,0,2
1405,1007,0,2
1406,1007,0,2
1407,1007,0,2
1408,1007,0,2
1409,1007,0,3
1410,1007,0,3
1411,1007,0,3
1412,1007,0,3
1413,1007,1,0
1414,1007,1,0
1415,1007,1,0
1416,1007,1,0
1417,1007,1,0
1418,1007,1,0
1419,1007,1,0
1420,1007,1,0
1421,1007,1,0
1422,1007,1,0
1423,1007,1,0
1424,1007,1,0
1425,1007,1,0
1426,1007,1,0
1427,1007,1,0
1428,1007,1,0
1429,1007,1,0
1430,1007,1,0
1431,1007,1,0
1432,1007,1,0
1433,1007,1,0
1434,1007,1,0
1435,1007,1,0
1436,1007,1,0
1437,1007,1,0
1438,1007,1,0
1439,1007,1,0
1440,1007,1,0
1441,1007,1,0
1442,1007,1,0
1443,1007,1,1
1444,1007,1,1
1445,1007,1,1
1446,1007,1,1
1447,1007,1,1
1448,1007,1,1
1449,1007,1,1
1450,1007,1,1
1451,1007,1,1
1452,1007,1,1
1453,1007,1,1
1454,1007,1,1
1455,1007,1,1
1456,1007,1,1
1457,1007,1,1
1458,1007,1,1
1459,1007,1,1
1460,1007,1,1
1461,1007,1,1
1462,1007,1,1
1463,1007,1,1
1464,1007,1,1
1465,1007,1,1
1466,1007,1,1
1467,1007,1,1
1468,1007,1,1
1469,1007,1,1
1470,1007,1,1
1471,1007,1,1
1472,1007,1,1
1473,1007,1,2
1474,1007,1,2
1475,1007,1,2
1476,1007,1,2
1477,1007,1,2
1478,1007,1,2
1479,1007,1,2
1480,1007,1,2
1481,1007,1,2
1482,1007,1,2
1483,1007,1,2
1484,1007,1,2
1485,1007,1,2
1486,1007,1,2
1487,1007,1,2
1488,1007,1,2
1489,1007,1,2
1490,1007,1,2
1491,1007,1,2
1492,1007,1,2
1493,1007,1,2
1494,1007,1,2
1495,1007,1,2
