,0,1,2,3,4
0,1001,True,same,1,0
1,1001,True,same,1,1
2,1001,True,same,1,2
3,1001,True,same,1,3
4,1001,True,same,3,0
5,1001,True,same,3,1
6,1001,True,same,3,2
7,1001,True,same,3,3
8,1001,True,same,4,0
9,1001,True,same,4,1
10,1001,True,same,4,2
11,1001,True,same,4,3
12,1001,True,same,5,0
13,1001,True,same,5,1
14,1001,True,same,5,2
15,1001,True,same,5,3
16,1002,True,same,1,0
17,1002,True,same,1,1
18,1002,True,same,1,2
19,1002,True,same,1,3
20,1002,True,same,2,0
21,1002,True,same,2,1
22,1002,True,same,2,2
23,1002,True,same,2,3
24,1002,True,same,3,0
25,1002,True,same,3,1
26,1002,True,same,3,2
27,1002,True,same,3,3
28,1002,True,same,4,0
29,1002,True,same,4,1
30,1002,True,same,4,2
31,1002,True,same,4,3
32,1002,True,same,5,0
33,1002,True,same,5,1
34,1002,True,same,5,2
35,1002,True,same,5,3
36,1003,True,same,0,0
37,1003,True,same,0,1
38,1003,True,same,0,2
39,1003,True,same,0,3
40,1003,True,same,1,0
41,1003,True,same,1,1
42,1003,True,same,1,2
43,1003,True,same,1,3
44,1003,True,same,4,0
45,1003,True,same,4,1
46,1003,True,same,4,2
47,1003,True,same,4,3
48,1004,True,same,0,0
49,1004,True,same,0,1
50,1004,True,same,0,2
51,1004,True,same,0,3
52,1004,True,same,1,0
53,1004,True,same,1,1
54,1004,True,same,1,2
55,1004,True,same,1,3
56,1004,True,same,4,0
57,1004,True,same,4,1
58,1004,True,same,4,2
59,1004,True,same,4,3
60,1004,True,same,5,0
61,1004,True,same,5,1
62,1004,True,same,5,2
63,1004,True,same,5,3
64,1005,True,same,0,0
65,1005,True,same,0,1
66,1005,True,same,0,2
67,1005,True,same,0,3
68,1006,True,same,1,0
69,1006,True,same,1,1
70,1006,True,same,1,2
71,1006,True,same,1,3
72,1006,True,same,3,0
73,1006,True,same,3,1
74,1006,True,same,3,2
75,1006,True,same,3,3
76,1006,True,same,4,0
77,1006,True,same,4,1
78,1006,True,same,4,2
79,1006,True,same,4,3
80,1006,True,same,5,0
81,1006,True,same,5,1
82,1006,True,same,5,2
83,1006,True,same,5,3
84,1007,True,same,0,0
85,1007,True,same,0,1
86,1007,True,same,0,2
87,1007,True,same,0,3
88,1007,True,same,1,0
89,1007,True,same,1,1
90,1007,True,same,1,2
91,1007,True,same,1,3
92,1007,True,same,2,0
93,1007,True,same,2,1
94,1007,True,same,2,2
95,1007,True,same,2,3
96,1007,True,same,4,0
97,1007,True,same,4,1
98,1007,True,same,4,2
99,1007,True,same,4,3
100,1007,True,same,5,0
101,1007,True,same,5,1
102,1007,True,same,5,2
103,1007,True,same,5,3
104,1008,True,same,1,0
105,1008,True,same,1,1
106,1008,True,same,1,2
107,1008,True,same,1,3
108,1008,True,same,2,0
109,1008,True,same,2,1
110,1008,True,same,2,2
111,1008,True,same,2,3
112,1008,True,same,4,0
113,1008,True,same,4,1
114,1008,True,same,4,2
115,1008,True,same,4,3
116,1008,True,same,5,0
117,1008,True,same,5,1
118,1008,True,same,5,2
119,1008,True,same,5,3
120,1009,True,same,0,0
121,1009,True,same,0,1
122,1009,True,same,0,2
123,1009,True,same,0,3
124,1009,True,same,1,0
125,1009,True,same,1,1
126,1009,True,same,1,2
127,1009,True,same,1,3
128,1009,True,same,3,0
129,1009,True,same,3,1
130,1009,True,same,3,2
131,1009,True,same,3,3
132,1009,True,same,4,0
133,1009,True,same,4,1
134,1009,True,same,4,2
135,1009,True,same,4,3
136,1009,True,same,5,0
137,1009,True,same,5,1
138,1009,True,same,5,2
139,1009,True,same,5,3
140,1010,True,same,0,0
141,1010,True,same,0,1
142,1010,True,same,0,2
143,1010,True,same,0,3
144,1010,True,same,2,0
145,1010,True,same,2,1
146,1010,True,same,2,2
147,1010,True,same,2,3
148,1010,True,same,3,0
149,1010,True,same,3,1
150,1010,True,same,3,2
151,1010,True,same,3,3
152,1010,True,same,4,0
153,1010,True,same,4,1
154,1010,True,same,4,2
155,1010,True,same,4,3
156,1010,True,same,5,0
157,1010,True,same,5,1
158,1010,True,same,5,2
159,1010,True,same,5,3
160,1011,True,same,0,0
161,1011,True,same,0,1
162,1011,True,same,0,2
163,1011,True,same,0,3
164,1011,True,same,1,0
165,1011,True,same,1,1
166,1011,True,same,1,2
167,1011,True,same,1,3
168,1011,True,same,2,0
169,1011,True,same,2,1
170,1011,True,same,2,2
171,1011,True,same,2,3
172,1011,True,same,3,0
173,1011,True,same,3,1
174,1011,True,same,3,2
175,1011,True,same,3,3
176,1011,True,same,4,0
177,1011,True,same,4,1
178,1011,True,same,4,2
179,1011,True,same,4,3
180,1011,True,same,5,0
181,1011,True,same,5,1
182,1011,True,same,5,2
183,1011,True,same,5,3
184,1012,True,same,0,0
185,1012,True,same,0,1
186,1012,True,same,0,2
187,1012,True,same,0,3
188,1012,True,same,1,0
189,1012,True,same,1,1
190,1012,True,same,1,2
191,1012,True,same,1,3
192,1012,True,same,2,0
193,1012,True,same,2,1
194,1012,True,same,2,2
195,1012,True,same,2,3
196,1013,True,same,0,0
197,1013,True,same,0,1
198,1013,True,same,0,2
199,1013,True,same,0,3
200,1013,True,same,1,0
201,1013,True,same,1,1
202,1013,True,same,1,2
203,1013,True,same,1,3
204,1013,True,same,2,0
205,1013,True,same,2,1
206,1013,True,same,2,2
207,1013,True,same,2,3
208,1013,True,same,3,0
209,1013,True,same,3,1
210,1013,True,same,3,2
211,1013,True,same,3,3
212,1013,True,same,4,0
213,1013,True,same,4,1
214,1013,True,same,4,2
215,1013,True,same,4,3
216,1013,True,same,5,0
217,1013,True,same,5,1
218,1013,True,same,5,2
219,1013,True,same,5,3
220,1014,True,same,0,0
221,1014,True,same,0,1
222,1014,True,same,0,2
223,1014,True,same,0,3
224,1014,True,same,1,0
225,1014,True,same,1,1
226,1014,True,same,1,2
227,1014,True,same,1,3
228,1014,True,same,2,0
229,1014,True,same,2,1
230,1014,True,same,2,2
231,1014,True,same,2,3
232,1014,True,same,3,0
233,1014,True,same,3,1
234,1014,True,same,3,2
235,1014,True,same,3,3
236,1014,True,same,4,0
237,1014,True,same,4,1
238,1014,True,same,4,2
239,1014,True,same,4,3
240,1014,True,same,5,0
241,1014,True,same,5,1
242,1014,True,same,5,2
243,1014,True,same,5,3
244,1015,True,same,0,0
245,1015,True,same,0,1
246,1015,True,same,0,2
247,1015,True,same,0,3
248,1015,True,same,1,0
249,1015,True,same,1,1
250,1015,True,same,1,2
251,1015,True,same,1,3
252,1015,True,same,2,0
253,1015,True,same,2,1
254,1015,True,same,2,2
255,1015,True,same,2,3
256,1015,True,same,3,0
257,1015,True,same,3,1
258,1015,True,same,3,2
259,1015,True,same,3,3
260,1015,True,same,4,0
261,1015,True,same,4,1
262,1015,True,same,4,2
263,1015,True,same,4,3
264,1015,True,same,5,0
265,1015,True,same,5,1
266,1015,True,same,5,2
267,1015,True,same,5,3
268,1016,True,same,1,0
269,1016,True,same,1,1
270,1016,True,same,1,2
271,1016,True,same,1,3
272,1016,True,same,2,0
273,1016,True,same,2,1
274,1016,True,same,2,2
275,1016,True,same,2,3
276,1016,True,same,3,0
277,1016,True,same,3,1
278,1016,True,same,3,2
279,1016,True,same,3,3
280,1016,True,same,4,0
281,1016,True,same,4,1
282,1016,True,same,4,2
283,1016,True,same,4,3
284,1016,True,same,5,0
285,1016,True,same,5,1
286,1016,True,same,5,2
287,1016,True,same,5,3
288,1017,True,same,2,0
289,1017,True,same,2,1
290,1017,True,same,2,2
291,1017,True,same,2,3
292,1017,True,same,3,0
293,1017,True,same,3,1
294,1017,True,same,3,2
295,1017,True,same,3,3
296,1017,True,same,4,0
297,1017,True,same,4,1
298,1017,True,same,4,2
299,1017,True,same,4,3
300,1017,True,same,5,0
301,1017,True,same,5,1
302,1017,True,same,5,2
303,1017,True,same,5,3
304,1018,True,same,0,0
305,1018,True,same,0,1
306,1018,True,same,0,2
307,1018,True,same,0,3
308,1018,True,same,1,0
309,1018,True,same,1,1
310,1018,True,same,1,2
311,1018,True,same,1,3
312,1018,True,same,2,0
313,1018,True,same,2,1
314,1018,True,same,2,2
315,1018,True,same,2,3
316,1018,True,same,3,0
317,1018,True,same,3,1
318,1018,True,same,3,2
319,1018,True,same,3,3
320,1018,True,same,4,0
321,1018,True,same,4,1
322,1018,True,same,4,2
323,1018,True,same,4,3
324,1018,True,same,5,0
325,1018,True,same,5,1
326,1018,True,same,5,2
327,1018,True,same,5,3
328,1019,True,same,0,0
329,1019,True,same,0,1
330,1019,True,same,0,2
331,1019,True,same,0,3
332,1019,True,same,1,0
333,1019,True,same,1,1
334,1019,True,same,1,2
335,1019,True,same,1,3
336,1019,True,same,2,0
337,1019,True,same,2,1
338,1019,True,same,2,2
339,1019,True,same,2,3
340,1019,True,same,3,0
341,1019,True,same,3,1
342,1019,True,same,3,2
343,1019,True,same,3,3
344,1019,True,same,4,0
345,1019,True,same,4,1
346,1019,True,same,4,2
347,1019,True,same,4,3
348,1019,True,same,5,0
349,1019,True,same,5,1
350,1019,True,same,5,2
351,1019,True,same,5,3
352,1020,True,same,0,0
353,1020,True,same,0,1
354,1020,True,same,0,2
355,1020,True,same,0,3
356,1020,True,same,1,0
357,1020,True,same,1,1
358,1020,True,same,1,2
359,1020,True,same,1,3
360,1020,True,same,2,0
361,1020,True,same,2,1
362,1020,True,same,2,2
363,1020,True,same,2,3
364,1020,True,same,3,0
365,1020,True,same,3,1
366,1020,True,same,3,2
367,1020,True,same,3,3
368,1020,True,same,5,0
369,1020,True,same,5,1
370,1020,True,same,5,2
371,1020,True,same,5,3
372,1021,True,same,0,0
373,1021,True,same,0,1
374,1021,True,same,0,2
375,1021,True,same,0,3
376,1021,True,same,1,0
377,1021,True,same,1,1
378,1021,True,same,1,2
379,1021,True,same,1,3
380,1021,True,same,2,0
381,1021,True,same,2,1
382,1021,True,same,2,2
383,1021,True,same,2,3
384,1021,True,same,3,0
385,1021,True,same,3,1
386,1021,True,same,3,2
387,1021,True,same,3,3
388,1021,True,same,5,0
389,1021,True,same,5,1
390,1021,True,same,5,2
391,1021,True,same,5,3
392,1022,True,same,0,0
393,1022,True,same,0,1
394,1022,True,same,0,2
395,1022,True,same,0,3
396,1022,True,same,1,0
397,1022,True,same,1,1
398,1022,True,same,1,2
399,1022,True,same,1,3
400,1022,True,same,2,0
401,1022,True,same,2,1
402,1022,True,same,2,2
403,1022,True,same,2,3
404,1022,True,same,3,0
405,1022,True,same,3,1
406,1022,True,same,3,2
407,1022,True,same,3,3
408,1022,True,same,4,0
409,1022,True,same,4,1
410,1022,True,same,4,2
411,1022,True,same,4,3
412,1022,True,same,5,0
413,1022,True,same,5,1
414,1022,True,same,5,2
415,1022,True,same,5,3
416,1023,True,same,0,0
417,1023,True,same,0,1
418,1023,True,same,0,2
419,1023,True,same,0,3
420,1023,True,same,1,0
421,1023,True,same,1,1
422,1023,True,same,1,2
423,1023,True,same,1,3
424,1023,True,same,2,0
425,1023,True,same,2,1
