,0,1,2,3,4
426,1023,True,same,2,2
427,1023,True,same,2,3
428,1023,True,same,3,0
429,1023,True,same,3,1
430,1023,True,same,3,2
431,1023,True,same,3,3
432,1023,True,same,4,0
433,1023,True,same,4,1
434,1023,True,same,4,2
435,1023,True,same,4,3
436,1023,True,same,5,0
437,1023,True,same,5,1
438,1023,True,same,5,2
439,1023,True,same,5,3
440,1024,True,same,0,0
441,1024,True,same,0,1
442,1024,True,same,0,2
443,1024,True,same,0,3
444,1024,True,same,1,0
445,1024,True,same,1,1
446,1024,True,same,1,2
447,1024,True,same,1,3
448,1024,True,same,2,0
449,1024,True,same,2,1
450,1024,True,same,2,2
451,1024,True,same,2,3
452,1024,True,same,3,0
453,1024,True,same,3,1
454,1024,True,same,3,2
455,1024,True,same,3,3
456,1024,True,same,5,0
457,1024,True,same,5,1
458,1024,True,same,5,2
459,1024,True,same,5,3
460,1025,True,same,0,0
461,1025,True,same,0,1
462,1025,True,same,0,2
463,1025,True,same,0,3
464,1025,True,same,1,0
465,1025,True,same,1,1
466,1025,True,same,1,2
467,1025,True,same,1,3
468,1025,True,same,2,0
469,1025,True,same,2,1
470,1025,True,same,2,2
471,1025,True,same,2,3
472,1025,True,same,3,0
473,1025,True,same,3,1
474,1025,True,same,3,2
475,1025,True,same,3,3
476,1025,True,same,4,0
477,1025,True,same,4,1
478,1025,True,same,4,2
479,1025,True,same,4,3
480,1025,True,same,5,0
481,1025,True,same,5,1
482,1025,True,same,5,2
483,1025,True,same,5,3
484,1026,True,same,0,0
485,1026,True,same,0,1
486,1026,True,same,0,2
487,1026,True,same,0,3
488,1026,True,same,1,0
489,1026,True,same,1,1
490,1026,True,same,1,2
491,1026,True,same,1,3
492,1026,True,same,2,0
493,1026,True,same,2,1
494,1026,True,same,2,2
495,1026,True,same,2,3
496,1026,True,same,3,0
497,1026,True,same,3,1
498,1026,True,same,3,2
499,1026,True,same,3,3
500,1026,True,same,4,0
501,1026,True,same,4,1
502,1026,True,same,4,2
503,1026,True,same,4,3
504,1026,True,same,5,0
505,1026,True,same,5,1
506,1026,True,same,5,2
507,1026,True,same,5,3
508,1027,True,same,0,0
509,1027,True,same,0,1
510,1027,True,same,0,2
511,1027,True,same,0,3
512,1027,True,same,2,0
513,1027,True,same,2,1
514,1027,True,same,2,2
515,1027,True,same,2,3
516,1027,True,same,3,0
517,1027,True,same,3,1
518,1027,True,same,3,2
519,1027,True,same,3,3
520,1027,True,same,4,0
521,1027,True,same,4,1
522,1027,True,same,4,2
523,1027,True,same,4,3
524,1027,True,same,5,0
525,1027,True,same,5,1
526,1027,True,same,5,2
527,1027,True,same,5,3
528,1028,True,same,0,0
529,1028,True,same,0,1
530,1028,True,same,0,2
531,1028,True,same,0,3
532,1028,True,same,1,0
533,1028,True,same,1,1
534,1028,True,same,1,2
535,1028,True,same,1,3
536,1028,True,same,2,0
537,1028,True,same,2,1
538,1028,True,same,2,2
539,1028,True,same,2,3
540,1028,True,same,3,0
541,1028,True,same,3,1
542,1028,True,same,3,2
543,1028,True,same,3,3
544,1028,True,same,4,0
545,1028,True,same,4,1
546,1028,True,same,4,2
547,1028,True,same,4,3
548,1028,True,same,5,0
549,1028,True,same,5,1
550,1028,True,same,5,2
551,1028,True,same,5,3
552,1029,True,same,0,0
553,1029,True,same,0,1
554,1029,True,same,0,2
555,1029,True,same,0,3
556,1029,True,same,2,0
557,1029,True,same,2,1
558,1029,True,same,2,2
559,1029,True,same,2,3
560,1029,True,same,3,0
561,1029,True,same,3,1
562,1029,True,same,3,2
563,1029,True,same,3,3
564,1029,True,same,4,0
565,1029,True,same,4,1
566,1029,True,same,4,2
567,1029,True,same,4,3
568,1030,True,same,0,0
569,1030,True,same,0,1
570,1030,True,same,0,2
571,1030,True,same,0,3
572,1030,True,same,1,0
573,1030,True,same,1,1
574,1030,True,same,1,2
575,1030,True,same,1,3
576,1030,True,same,2,0
577,1030,True,same,2,1
578,1030,True,same,2,2
579,1030,True,same,2,3
580,1030,True,same,3,0
581,1030,True,same,3,1
582,1030,True,same,3,2
583,1030,True,same,3,3
584,1030,True,same,4,0
585,1030,True,same,4,1
586,1030,True,same,4,2
587,1030,True,same,4,3
588,1030,True,same,5,0
589,1030,True,same,5,1
590,1030,True,same,5,2
591,1030,True,same,5,3
592,2001,True,inter,1,0
593,2001,True,inter,1,1
594,2001,True,inter,1,2
595,2001,True,inter,1,3
596,2001,True,inter,2,0
597,2001,True,inter,2,1
598,2001,True,inter,2,2
599,2001,True,inter,2,3
600,2001,True,inter,3,0
601,2001,True,inter,3,1
602,2001,True,inter,3,2
603,2001,True,inter,3,3
604,2001,True,inter,4,0
605,2001,True,inter,4,1
606,2001,True,inter,4,2
607,2001,True,inter,4,3
608,2001,True,inter,5,0
609,2001,True,inter,5,1
610,2001,True,inter,5,2
611,2001,True,inter,5,3
612,2002,True,inter,0,0
613,2002,True,inter,0,1
614,2002,True,inter,0,2
615,2002,True,inter,0,3
616,2002,True,inter,2,0
617,2002,True,inter,2,1
618,2002,True,inter,2,2
619,2002,True,inter,2,3
620,2002,True,inter,3,0
621,2002,True,inter,3,1
622,2002,True,inter,3,2
623,2002,True,inter,3,3
624,2002,True,inter,4,0
625,2002,True,inter,4,1
626,2002,True,inter,4,2
627,2002,True,inter,4,3
628,2003,True,inter,0,0
629,2003,True,inter,0,1
630,2003,True,inter,0,2
631,2003,True,inter,0,3
632,2003,True,inter,1,0
633,2003,True,inter,1,1
634,2003,True,inter,1,2
635,2003,True,inter,1,3
636,2003,True,inter,3,0
637,2003,True,inter,3,1
638,2003,True,inter,3,2
639,2003,True,inter,3,3
640,2003,True,inter,4,0
641,2003,True,inter,4,1
642,2003,True,inter,4,2
643,2003,True,inter,4,3
644,2004,True,inter,1,0
645,2004,True,inter,1,1
646,2004,True,inter,1,2
647,2004,True,inter,1,3
648,2004,True,inter,5,0
649,2004,True,inter,5,1
650,2004,True,inter,5,2
651,2004,True,inter,5,3
652,2005,True,inter,0,0
653,2005,True,inter,0,1
654,2005,True,inter,0,2
655,2005,True,inter,0,3
656,2005,True,inter,1,0
657,2005,True,inter,1,1
658,2005,True,inter,1,2
659,2005,True,inter,1,3
660,2005,True,inter,5,0
661,2005,True,inter,5,1
662,2005,True,inter,5,2
663,2005,True,inter,5,3
664,2006,True,inter,2,0
665,2006,True,inter,2,1
666,2006,True,inter,2,2
667,2006,True,inter,2,3
668,2006,True,inter,4,0
669,2006,True,inter,4,1
670,2006,True,inter,4,2
671,2006,True,inter,4,3
672,2006,True,inter,5,0
673,2006,True,inter,5,1
674,2006,True,inter,5,2
675,2006,True,inter,5,3
676,2007,True,inter,1,0
677,2007,True,inter,1,1
678,2007,True,inter,1,2
679,2007,True,inter,1,3
680,2007,True,inter,2,0
681,2007,True,inter,2,1
682,2007,True,inter,2,2
683,2007,True,inter,2,3
684,2007,True,inter,3,0
685,2007,True,inter,3,1
686,2007,True,inter,3,2
687,2007,True,inter,3,3
688,2007,True,inter,5,0
689,2007,True,inter,5,1
690,2007,True,inter,5,2
691,2007,True,inter,5,3
692,2008,True,inter,0,0
693,2008,True,inter,0,1
694,2008,True,inter,0,2
695,2008,True,inter,0,3
696,2008,True,inter,2,0
697,2008,True,inter,2,1
698,2008,True,inter,2,2
699,2008,True,inter,2,3
700,2008,True,inter,3,0
701,2008,True,inter,3,1
702,2008,True,inter,3,2
703,2008,True,inter,3,3
704,2008,True,inter,4,0
705,2008,True,inter,4,1
706,2008,True,inter,4,2
707,2008,True,inter,4,3
708,2009,True,inter,0,0
709,2009,True,inter,0,1
710,2009,True,inter,0,2
711,2009,True,inter,0,3
712,2009,True,inter,1,0
713,2009,True,inter,1,1
714,2009,True,inter,1,2
715,2009,True,inter,1,3
716,2009,True,inter,2,0
717,2009,True,inter,2,1
718,2009,True,inter,2,2
719,2009,True,inter,2,3
720,2009,True,inter,3,0
721,2009,True,inter,3,1
722,2009,True,inter,3,2
723,2009,True,inter,3,3
724,2009,True,inter,4,0
725,2009,True,inter,4,1
726,2009,True,inter,4,2
727,2009,True,inter,4,3
728,2009,True,inter,5,0
729,2009,True,inter,5,1
730,2009,True,inter,5,2
731,2009,True,inter,5,3
732,2010,True,inter,0,0
733,2010,True,inter,0,1
734,2010,True,inter,0,2
735,2010,True,inter,0,3
736,2010,True,inter,2,0
737,2010,True,inter,2,1
738,2010,True,inter,2,2
739,2010,True,inter,2,3
740,2010,True,inter,3,0
741,2010,True,inter,3,1
742,2010,True,inter,3,2
743,2010,True,inter,3,3
744,2010,True,inter,4,0
745,2010,True,inter,4,1
746,2010,True,inter,4,2
747,2010,True,inter,4,3
748,2011,True,inter,2,0
749,2011,True,inter,2,1
750,2011,True,inter,2,2
751,2011,True,inter,2,3
752,2011,True,inter,3,0
753,2011,True,inter,3,1
754,2011,True,inter,3,2
755,2011,True,inter,3,3
756,2012,True,inter,0,0
757,2012,True,inter,0,1
758,2012,True,inter,0,2
759,2012,True,inter,0,3
760,2012,True,inter,2,0
761,2012,True,inter,2,1
762,2012,True,inter,2,2
763,2012,True,inter,2,3
764,2012,True,inter,3,0
765,2012,True,inter,3,1
766,2012,True,inter,3,2
767,2012,True,inter,3,3
768,2012,True,inter,4,0
769,2012,True,inter,4,1
770,2012,True,inter,4,2
771,2012,True,inter,4,3
772,2012,True,inter,5,0
773,2012,True,inter,5,1
774,2012,True,inter,5,2
775,2012,True,inter,5,3
776,2013,True,inter,1,0
777,2013,True,inter,1,1
778,2013,True,inter,1,2
779,2013,True,inter,1,3
780,2013,True,inter,2,0
781,2013,True,inter,2,1
782,2013,True,inter,2,2
783,2013,True,inter,2,3
784,2014,True,inter,0,0
785,2014,True,inter,0,1
786,2014,True,inter,0,2
787,2014,True,inter,0,3
788,2014,True,inter,1,0
789,2014,True,inter,1,1
790,2014,True,inter,1,2
791,2014,True,inter,1,3
792,2014,True,inter,2,0
793,2014,True,inter,2,1
794,2014,True,inter,2,2
795,2014,True,inter,2,3
796,2014,True,inter,3,0
797,2014,True,inter,3,1
798,2014,True,inter,3,2
799,2014,True,inter,3,3
800,2014,True,inter,4,0
801,2014,True,inter,4,1
802,2014,True,inter,4,2
803,2014,True,inter,4,3
804,2014,True,inter,5,0
805,2014,True,inter,5,1
806,2014,True,inter,5,2
807,2014,True,inter,5,3
808,2015,True,inter,4,0
809,2015,True,inter,4,1
810,2015,True,inter,4,2
811,2015,True,inter,4,3
812,2015,True,inter,5,0
813,2015,True,inter,5,1
814,2015,True,inter,5,2
815,2015,True,inter,5,3
816,2016,True,inter,1,0
817,2016,True,inter,1,1
818,2016,True,inter,1,2
819,2016,True,inter,1,3
820,2016,True,inter,3,0
821,2016,True,inter,3,1
822,2016,True,inter,3,2
823,2016,True,inter,3,3
824,2016,True,inter,4,0
825,2016,True,inter,4,1
826,2016,True,inter,4,2
827,2016,True,inter,4,3
828,2016,True,inter,5,0
829,2016,True,inter,5,1
830,2016,True,inter,5,2
831,2016,True,inter,5,3
832,2017,True,inter,0,0
833,2017,True,inter,0,1
834,2017,True,inter,0,2
835,2017,True,inter,0,3
836,2017,True,inter,1,0
837,2017,True,inter,1,1
838,2017,True,inter,1,2
839,2017,True,inter,1,3
840,2017,True,inter,2,0
841,2017,True,inter,2,1
842,2017,True,inter,2,2
843,2017,True,inter,2,3
844,2017,True,inter,3,0
845,2017,True,inter,3,1
846,2017,True,inter,3,2
847,2017,True,inter,3,3
848,2017,True,inter,4,0
849,2017,True,inter,4,1
850,2017,True,inter,4,2
851,2017,True,inter,4,3
852,2018,True,inter,1,0
853,2018,True,inter,1,1
854,2018,True,inter,1,2
855,2018,True,inter,1,3
856,2018,True,inter,2,0
857,2018,True,inter,2,1
858,2018,True,inter,2,2
859,2018,True,inter,2,3
860,2018,True,inter,3,0
861,2018,True,inter,3,1
862,2018,True,inter,3,2
863,2018,True,inter,3,3
864,2018,True,inter,4,0
865,2018,True,inter,4,1
866,2018,True,inter,4,2
867,2018,True,inter,4,3
868,2018,True,inter,5,0
869,2018,True,inter,5,1
870,2018,True,inter,5,2
871,2018,True,inter,5,3
872,2019,True,inter,0,0
873,2019,True,inter,0,1
874,2019,True,inter,0,2
875,2019,True,inter,0,3
876,2019,True,inter,1,0
877,2019,True,inter,1,1
878,2019,True,inter,1,2
879,2019,True,inter,1,3
880,2019,True,inter,2,0
881,2019,True,inter,2,1
882,2019,True,inter,2,2
883,2019,True,inter,2,3
884,2019,True,inter,3,0
885,2019,True,inter,3,1
886,2019,True,inter,3,2
887,2019,True,inter,3,3
888,2019,True,inter,4,0
889,2019,True,inter,4,1
890,2019,True,inter,4,2
891,2019,True,inter,4,3
892,2020,True,inter,0,0
893,2020,True,inter,0,1
894,2020,True,inter,0,2
895,2020,True,inter,0,3
896,2020,True,inter,2,0
897,2020,True,inter,2,1
898,2020,True,inter,2,2
899,2020,True,inter,2,3
900,2020,True,inter,3,0
901,2020,True,inter,3,1
902,2020,True,inter,3,2
903,2020,True,inter,3,3
904,2020,True,inter,4,0
905,2020,True,inter,4,1
906,2020,True,inter,4,2
907,2020,True,inter,4,3
908,2020,True,inter,5,0
909,2020,True,inter,5,1
910,2020,True,inter,5,2
911,2020,True,inter,5,3
912,2021,True,inter,0,0
913,2021,True,inter,0,1
914,2021,True,inter,0,2
915,2021,True,inter,0,3
916,2021,True,inter,1,0
917,2021,True,inter,1,1
918,2021,True,inter,1,2
919,2021,True,inter,1,3
920,2021,True,inter,2,0
921,2021,True,inter,2,1
922,2021,True,inter,2,2
923,2021,True,inter,2,3
924,2021,True,inter,3,0
925,2021,True,inter,3,1
926,2021,True,inter,3,2
927,2021,True,inter,3,3
928,2021,True,inter,4,0
929,2021,True,inter,4,1
930,2021,True,inter,4,2
931,2021,True,inter,4,3
932,2021,True,inter,5,0
933,2021,True,inter,5,1
934,2021,True,inter,5,2
935,2021,True,inter,5,3
936,2022,True,inter,0,0
937,2022,True,inter,0,1
938,2022,True,inter,0,2
939,2022,True,inter,0,3
940,2022,True,inter,1,0
941,2022,True,inter,1,1
942,2022,True,inter,1,2
943,2022,True,inter,1,3
944,2022,True,inter,2,0
945,2022,True,inter,2,1
946,2022,True,inter,2,2
947,2022,True,inter,2,3
948,2022,True,inter,3,0
949,2022,True,inter,3,1
950,2022,True,inter,3,2
951,2022,True,inter,3,3
952,2022,True,inter,4,0
953,2022,True,inter,4,1
954,2022,True,inter,4,2
955,2022,True,inter,4,3
956,2022,True,inter,5,0
957,2022,True,inter,5,1
958,2022,True,inter,5,2
959,2022,True,inter,5,3
960,2023,True,inter,0,0
961,2023,True,inter,0,1
962,2023,True,inter,0,2
963,2023,True,inter,0,3
964,2023,True,inter,2,0
965,2023,True,inter,2,1
966,2023,True,inter,2,2
967,2023,True,inter,2,3
968,2023,True,inter,3,0
969,2023,True,inter,3,1
970,2023,True,inter,3,2
971,2023,True,inter,3,3
972,2023,True,inter,4,0
973,2023,True,inter,4,1
974,2023,True,inter,4,2
975,2023,True,inter,4,3
976,2023,True,inter,5,0
977,2023,True,inter,5,1
978,2023,True,inter,5,2
979,2023,True,inter,5,3
980,2024,True,inter,0,0
981,2024,True,inter,0,1
982,2024,True,inter,0,2
983,2024,True,inter,0,3
984,2024,True,inter,1,0
985,2024,True,inter,1,1
986,2024,True,inter,1,2
987,2024,True,inter,1,3
988,2024,True,inter,3,0
989,2024,True,inter,3,1
990,2024,True,inter,3,2
991,2024,True,inter,3,3
992,2024,True,inter,4,0
993,2024,True,inter,4,1
994,2024,True,inter,4,2
995,2024,True,inter,4,3
996,2024,True,inter,5,0
997,2024,True,inter,5,1
998,2024,True,inter,5,2
999,2024,True,inter,5,3
1000,2025,True,inter,0,0
1001,2025,True,inter,0,1
1002,2025,True,inter,0,2
1003,2025,True,inter,0,3
1004,2025,True,inter,1,0
1005,2025,True,inter,1,1
1006,2025,True,inter,1,2
1007,2025,True,inter,1,3
1008,2025,True,inter,2,0
1009,2025,True,inter,2,1
1010,2025,True,inter,2,2
1011,2025,True,inter,2,3
1012,2025,True,inter,3,0
1013,2025,True,inter,3,1
1014,2025,True,inter,3,2
1015,2025,True,inter,3,3
1016,2025,True,inter,4,0
1017,2025,True,inter,4,1
1018,2025,True,inter,4,2
1019,2025,True,inter,4,3
1020,2025,True,inter,5,0
1021,2025,True,inter,5,1
1022,2025,True,inter,5,2
1023,2025,True,inter,5,3
1024,2026,True,inter,0,0
1025,2026,True,inter,0,1
1026,2026,True,inter,0,2
1027,2026,True,inter,0,3
1028,2026,True,inter,1,0
1029,2026,True,inter,1,1
1030,2026,True,inter,1,2
1031,2026,True,inter,1,3
1032,2026,True,inter,3,0
1033,2026,True,inter,3,1
1034,2026,True,inter,3,2
1035,2026,True,inter,3,3
1036,2026,True,inter,4,0
1037,2026,True,inter,4,1
