ID,Session,WindowLength,Shrinkage,Kernel,nClusters,SilhouetteCoefficient,CalinskiHarabaszScore,RiemannianVariance,DaviesBouldinIndex,GeodesicDistanceRatio,RandScoreActivities,RandScoreSessions,RandScoreIds,nActivities
all,all,15,0.1,tyl,5,,7542.1274,"[np.float64(10.044768326420606), np.float64(9.55617299860209), np.float64(10.538325716366822), np.float64(9.307317634204756), np.float64(9.844267479967128)]",14.740464259481808,2.0243809721051074,0.0009608312263418063,0.004053220689110539,,1809
all,all,15,0.1,tyl,6,,6676.366,"[np.float64(10.341608793620756), np.float64(9.680662981323087), np.float64(9.778418145879296), np.float64(9.581025987754593), np.float64(9.49292787119572), np.float64(9.703926561440253)]",14.550985397199355,1.9841931612895274,0.0003828450556722508,0.0033567407617542963,,1809
all,all,15,0.1,tyl,7,,5931.424,"[np.float64(8.56464257262661), np.float64(9.713478988491964), np.float64(10.4011494528476), np.float64(10.051863774188185), np.float64(9.617682224466673), np.float64(9.604781245959877), np.float64(9.69091687202819)]",14.781649362858909,1.8982271891011206,0.0005219955000897824,0.0066527256776270464,,1809
all,all,15,0.1,tyl,8,,6298.481,"[np.float64(8.959768817466369), np.float64(9.658506432222461), np.float64(9.864554529902485), np.float64(9.171436713717341), np.float64(9.42745772641895), np.float64(9.529092863080612), np.float64(10.348231598113914), np.float64(9.557434799996427)]",14.241731648274882,1.9142819787771055,0.00023980920997194742,0.005895736139140511,,1809
all,all,15,0.1,tyl,9,,5771.2915,"[np.float64(9.643516519323672), np.float64(9.86627209251033), np.float64(9.267240387710562), np.float64(9.881080777996742), np.float64(8.618594531361198), np.float64(9.34698888926626), np.float64(9.275512601774079), np.float64(10.1559357754478), np.float64(9.635513373369998)]",14.11783963928269,1.8425960258160459,0.00022070277432255185,0.006687888663646449,,1809
all,all,15,0.1,corr,3,,15000.923,"[np.float64(8.962821963306636), np.float64(8.290406783784498), np.float64(8.528233691741887)]",11.750790260901667,1.9159064439087186,0.0012590323590753946,0.002276100662524277,,1809
all,all,15,0.1,corr,4,,12660.948,"[np.float64(8.104149494510205), np.float64(8.94285632115148), np.float64(8.40007828502643), np.float64(8.079303859505075)]",12.789692500421804,1.8624488738135287,0.0013558860162010953,0.003149343835821685,,1809
all,all,15,0.1,corr,5,,10661.668,"[np.float64(7.9292941962945145), np.float64(8.022977823261943), np.float64(8.656373649302195), np.float64(7.978647149852114), np.float64(8.709060589804889)]",12.173445384581537,1.80032763291484,0.0006162386707020004,0.0036486541165669673,,1809
all,all,15,0.1,corr,6,,10609.321,"[np.float64(8.191361126753085), np.float64(8.692352080767975), np.float64(8.49193245839368), np.float64(7.731531808998913), np.float64(7.8214426313321725), np.float64(7.990528331447653)]",11.646095345807112,1.6709549923376956,0.0005384581690221814,0.005590973790442309,,1809
all,all,15,0.1,corr,7,,10265.771,"[np.float64(7.787487046030631), np.float64(8.556661586114078), np.float64(7.912012928092781), np.float64(7.550758309000079), np.float64(8.627787422973388), np.float64(7.752005715142991), np.float64(7.885974287641756)]",11.563423690803576,1.6933618762151765,0.00024700098907754663,0.006110740413829861,,1809
all,all,15,0.1,corr,8,,8863.8955,"[np.float64(8.317110539554536), np.float64(7.681886317372093), np.float64(7.9798410916401705), np.float64(8.554704495128282), np.float64(7.774374596383448), np.float64(7.646370559485313), np.float64(7.791074055317121), np.float64(7.673859102582931)]",11.062933670947487,1.6451533168602042,0.0003749036810848403,0.0061511335241393955,,1809
all,all,15,0.1,corr,9,,9339.093,"[np.float64(7.732190044862834), np.float64(8.330186350015031), np.float64(7.518122237875533), np.float64(7.4017102940197335), np.float64(7.972178240443669), np.float64(7.61712854435523), np.float64(8.266013476913624), np.float64(7.788233178222592), np.float64(8.338778063713214)]",11.181664420763571,1.5678954545605353,0.000370435434827885,0.005436760860555325,,1809
