"ID","session","channel","chLength","sci_value","quality","ROI","distance"
101,"1","S2_D3",21.7581024603857,0.873566192204306,"ok","l_ifg",23.9494867162886
101,"1","S6_D4",21.7887896815087,0.920369920626529,"ok","l_tpj",26.3542312200423
101,"1","S8_D6",17.537813921395,0.973990286842067,"ok","r_ifg",27.512296455005
101,"1","S12_D10",20.4687422831148,0.91332570562037,"ok","r_tpj",32.2666319522944
101,"2","S2_D3",20.4890047773921,0.988830574040411,"ok","l_ifg",31.7148512679002
101,"2","S5_D5",23.5960639357393,0.979937843631661,"ok","l_tpj",19.7312191618318
101,"2","S8_D6",20.3318516130483,0.978507549869426,"ok","r_ifg",25.8049744969931
101,"2","S10_D9",23.128709823644,0.978974282362835,"ok","r_tpj",19.6666539064847
101,"3","S2_D3",19.581744042313,0.646063986447542,"ok","l_ifg",42.8416381726371
101,"3","S4_D4",22.7122998413415,0.918695152395467,"ok","l_tpj",20.2224002729288
101,"3","S8_D6",21.9207595873527,0.89760391438958,"ok","r_ifg",34.9944344279753
101,"3","S11_D10",21.4350828136145,0.942756414902159,"ok","r_tpj",21.8749777381112
101,"4","S2_D3",17.6306106110362,0.900131235729827,"ok","l_ifg",35.4446081006534
101,"4","S4_D5",24.7152327308928,0.979267571824543,"ok","l_tpj",20.3163080875035
101,"4","S8_D7",18.553032764012,0.829409880564381,"ok","r_ifg",32.0857272908385
101,"4","S11_D9",22.0417142958018,0.971569759776042,"ok","r_tpj",16.5089352900186
101,"5","S2_D3",22.8193709232962,0.946824276344337,"ok","l_ifg",31.22957423916
101,"5","S5_D4",22.0708873649528,0.65378368975043,"ok","l_tpj",19.8926158152713
101,"5","S8_D6",20.523314525706,0.87271869167689,"ok","r_ifg",30.9120197179717
101,"5","S11_D9",19.9477166001394,0.981116469898815,"ok","r_tpj",20.7059749492798
101,"6","S2_D3",20.7898865697166,0.979955639585904,"ok","l_ifg",27.546653379321
101,"6","S5_D5",19.0703367233364,0.959333482328724,"ok","l_tpj",18.5066556181999
101,"6","S8_D6",19.7388853090983,0.984904095252893,"ok","r_ifg",29.7780900054719
101,"6","S11_D9",22.2084037485013,0.957502783808795,"ok","r_tpj",26.1121964245257
102,"1","S2_D2",34.1004232647908,0.978836758422841,"ok","l_ifg",28.7824896409036
102,"1","S6_D4",22.8516897372821,0.94495801207944,"ok","l_tpj",33.6648044149842
102,"1","S8_D8",34.7667729658507,0.980921353653867,"ok","r_ifg",28.4416244455482
102,"1","S12_D10",19.113444258086,0.905645898214003,"ok","r_tpj",38.721549422612
102,"2","S2_D3",19.6571315919933,0.941606124838922,"ok","l_ifg",26.9241291324562
102,"2","S4_D5",24.9326671648311,0.894764251134682,"ok","l_tpj",18.4317517931911
102,"2","S8_D8",34.6665084425547,0.981930262746817,"ok","r_ifg",27.2789876423252
102,"2","S9_D8",31.5349363948487,0.981610045930591,"ok","r_tpj",89.3816961027404
102,"3","S2_D2",34.7338515335511,0.975736459480361,"ok","l_ifg",26.58719290003
102,"3","S5_D5",20.5905949059748,0.971179930860778,"ok","l_tpj",18.7458914232121
102,"3","S9_D8",28.6166237854307,0.97212855545921,"ok","r_ifg",22.6220499285049
102,"3","S9_D8",28.6166237854307,0.97212855545921,"ok","r_tpj",81.4954360543003
102,"4","S2_D2",32.3120885768615,0.98411978376823,"ok","l_ifg",27.3405164966171
102,"4","S5_D4",21.0644015129022,0.978773355306067,"ok","l_tpj",29.5224953714166
102,"4","S8_D6",20.6231439338017,0.872479770693404,"ok","r_ifg",31.8537907212893
102,"4","S7_D7",21.573010177737,0.844524845735621,"ok","r_tpj",98.8578131333443
102,"5","S1_D2",28.0997539956671,0.962527763218336,"ok","l_ifg",25.2746622893178
102,"5","S5_D4",22.9885400700646,0.957960402339309,"ok","l_tpj",28.6795095012769
102,"5","S8_D6",20.1642742639702,0.840175581119356,"ok","r_ifg",34.0135928227721
102,"5","S8_D6",20.1642742639702,0.840175581119356,"ok","r_tpj",106.360763853803
102,"6","S2_D3",20.6230944176665,0.981088347560206,"ok","l_ifg",30.6210402605533
102,"6","S5_D5",21.3293577854738,0.962098966928939,"ok","l_tpj",17.3849346692255
102,"6","S8_D7",21.1769588539473,0.982013626281773,"ok","r_ifg",27.7814461075494
102,"6","S8_D7",21.1769588539473,0.982013626281773,"ok","r_tpj",97.1631595355319
103,"1","S2_D3",21.2179605387902,0.982989729630976,"ok","l_ifg",30.9198876205793
103,"1","S6_D4",20.5858691421409,0.97348750446215,"ok","l_tpj",26.4002002182279
103,"1","S8_D7",23.2109517317136,0.931261388194294,"ok","r_ifg",21.7985831660248
103,"1","S12_D10",19.6836783330163,0.967330604799787,"ok","r_tpj",26.2995675625974
103,"2","S2_D2",33.3603128063826,0.961585964508142,"ok","l_ifg",28.8117053268568
103,"2","S5_D4",22.6303072000002,0.965698336983702,"ok","l_tpj",20.6987519688611
103,"2","S8_D7",20.0387948627443,0.979979600263874,"ok","r_ifg",31.1729117811488
103,"2","S11_D10",21.4111209084113,0.966365825558596,"ok","r_tpj",22.166642692301
103,"3","S2_D3",18.0742196582445,0.89861565567334,"ok","l_ifg",35.2591282075965
103,"3","S5_D4",22.4414926969566,0.963636519641721,"ok","l_tpj",21.6378749829985
103,"3","S8_D6",19.6245570736445,0.7830053181243,"ok","r_ifg",27.4467782116309
103,"3","S11_D10",20.7656517240685,0.925274689441431,"ok","r_tpj",23.2487012768758
103,"4","S2_D2",29.1340965460429,0.972511719559347,"ok","l_ifg",25.1362958248521
103,"4","S4_D5",22.6394330187815,0.968984667938237,"ok","l_tpj",21.4318012358309
103,"4","S8_D7",18.9271075565613,0.801720915310783,"ok","r_ifg",28.2172399124466
103,"4","S11_D9",20.842752807358,0.953860176481963,"ok","r_tpj",21.0198890501099
103,"5","S2_D3",33.0647700305223,0.906912424987471,"ok","l_ifg",26.82122068817
